City Name,Incorporation Date,1980-2019 Number Annexations,1980-2019 Acreage Annexed,Closest Incorp Year Pop Data,Percent Change Pop (Incorp to 2018),"Government Structure (Council Manager, Strong Mayor Council, Weak Mayor Council, City Commission)",City Type (Charter or General Law),"Population Estimate
 (as of July 1, 2018)",Hispanic or Latino (%),"White alone, Not Hispanic or Latino (%)","Black alone, Not Hispanic or Latino (%)","American Indian and Alaska Native alone, Not Hispanic or Latino (%)","Asian alone, Not Hispanic or Latino (%)","Native Hawaiian and Other Pacific Islander alone, Not Hispanic or Latino (%)","Some other race alone, Not Hispanic or Latino (%)","Two or more races alone, Not Hispanic or Latino (%)","Household Income < $10,000 (%)","Household Income $10,000 - $14,999 (%)","Household income $15,000 to $24,999 (%)","Household Income $25,000 to $34,999 (%)","Household Income $35,000 to $49,999 (%)","Household Income $50,000 to $74,999 (%)","Household Income $75,000 to $99,999 (%)","Household Income $100,000 to $149,999 (%) ","Household Income $150,000 to $199,999 (%)","Household Income $200,000 or more (%)",Household Median income (dollars),Household Mean income (dollars),Percent Democratic,Enterprise Data- Water Services Provided by Other Agencies,No Match- Other Service Ent. Data to City Web data,"Four System Categories (1=City, 2=IOU, 3=SD, 4=Multiple/Mutual/Other City)",Number of System Types for Multiple Systems,Multiple System Types,System Type,Number of Water Systems,Water Systems,% of customers served outside of local jurisdiction boundaries, Has your jurisdiction adopted programs and/or policies to improve water use efficiency?,Retrofit requirements for commercial buildings at re-sale,Retrofit requirements for residential buildings at re-sale,Regulations that prohibit development projects that would result in a net increase in water use,Ordinances for recycled water,Ordinances or landscaping standards,Development standards that require or promote low-impact development (LID),"Residential water use restrictions (e.g., limited landscape watering times)","Commercial water use restrictions (e.g., limited landscape watering times)",Requirements for water metering at residential developments,Number of Sewer Systems,Sewer Systems,Number of Trash Collectors,Trash Services,,Overall Risk Designation,Overall Rank,Overall Points,Liquidity Points,Debt Burden Points,General Fund Reserves Points,Revenue Trends Points,Pension Obligations Points,Pension Funding Points,Pension Costs Points,Future Pension Costs Points,OPEB Obligations Points,OPEB Funding Points,OpRev_2018 (Water),OpExp_2018 (Water),NonOpRev_2018 (Water),NonOpEx_2018 (Water),TransfIn (Water),TransfOut (Water),Total Income (Water) ,Total Transfers In/Out (Water),Total Tranfers / Total Income (Water),OpRev_2018 (Sewer),OpExp_2018 (Sewer),NonOpRev_2018 (Sewer),NonOpEx_2018 (Sewer),TransfIn (Sewer),TransfOut (Sewer),Total Income (Sewer),Total In/Out (Sewer) ,Tranfers / Total Income (Sewer),OpRev_2018 (Solid Waste),OpExp_2018 (Solid Waste),NonOpRev_2018 (Solid Waste),NonOpEx_2018 (Solid Waste),TransfIn (Solid Waste),TransfOut (Solid Waste),Total Income (Solid Waste) ,Transfers In/Out (Solid Waste),Total Tranfers / Total Income (Solid Waste),OpRev_2018 (Electric ),OpExp_2018 (Electric),NonOpRev_2018 (Electric),NonOpEx_2018 (Electric),TransfIn (Electric),TransfOut (Electric ),Total Income (Electric) ,Transfers In/Out (Electric),Total Tranfers / Total Income (Electric),OpRev_2018 (Gas),OpExp_2018 (Gas),NonOpRev_2018 (Gas),NonOpEx_2018 (Gas),TransfIn (Gas),TransfOut (Gas),Total Income (Gas),Transfers In/Out (Gas),% Tranfers to Total Income (Gas),Total # Enterprise Funds (Excluding Water),Total # Enterprise Finds (With Water EF included ),Water EF (Y/N),Binary City Run or No,,City Run Water With NO EF,Water EF with No City Run System,Total Revenue Gov Funds,Total Revenue Proprietary Funds        ,Total Expenditures Gov Funds        ,Total Expenditures Proprietary Funds,Revenues Less Expenditures of Gov Funds,"Income Before Capital Contributions, Transfers, and Special and Extraordinary Items of Proprietary Funds ",Transfers In (Out) Proprietary Funds,Cash and Investments: Governmental Funds ,Cash and Investments: General Fund ,Cash and Investments: Enterprise Funds 
Huntington Park,1906,4,51,"1,299",4378.290993,Council-Manager,General Law,58173,96.70,1.50,0.90,0.00,0.50,0.20,0.10,0.10,5.5,7.4,16.6,14.3,16.1,17.5,11.1,8.1,2.2,1.1,40638,52790,43.66,,,1,,,1,1,City operated,#REF!,Yes,,,,,1,,1,1,,1,City operated,1,CR&R Environmental Services,,MODERATE,155,61.39,10,12.99,22.5,2.38,1.44,3.6,3.89,1.11,2.88,0.6,5621962,5011888,58097,0,NULL,NULL,668171,,,279110,223731,44194,0,NULL,NULL,99573,,,84377,27297,5728,0,NULL,NULL,62808,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,45513418,11951172,42485719,11339560,3027699,611612,NULL,28419132,14506171,7079799
Huron,1951,4,500,"1,269",474.3104807,Council-Manager,General Law,7288,96.10,3.60,0.30,0.00,0.00,0.00,0.00,0.00,12.9,14.8,24.8,10.7,19.6,8.9,4.1,2.4,1.8,0,22086,34091,87.17,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,Mid Valley Disposal,,MODERATE,128,59.03,3.2,9.25,1.58,5,10,5,5,5,10,5,992561,930866,0,56389,NULL,NULL,5306,,,627087,578416,0,38175,NULL,NULL,10496,,,604218,608318,0,0,NULL,-91555,-4100,-91555,22.3304878, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,5266346,2223866,6032383,2212164,-766037,11702,-91555,1741554,NULL,293430
Imperial,1904,18,"2,735","1,257",1307.716786,Council-Manager,General Law,17695,77.10,17.00,1.60,0.30,2.60,0.00,0.20,1.10,4.2,3.1,3.6,4.1,7.4,17.7,27.7,22.1,6.5,3.5,85876,87347,88.10,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,Republic Services,,MODERATE,53,50.3,4.65,1.83,3.89,2.75,10,3.85,4.44,3.89,10,5,5335127,4372745,405048,388367,NULL,-27102,979063,-27102,-0.02768157,4501439,3682139,25443,347457,NULL,-22168,497286,-22168,-0.04457797,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,11407544,10267057,11842990,8790708,-435446,1476349,-49270,17810998,2926573,13796738
Imperial Beach,1956,0,,"17,773",54.4308783,Council-Manager,General Law,27447,52.30,30.70,4.40,1.10,7.20,0.00,0.00,4.30,5.9,6,7.6,10.7,17.7,20.6,14.5,9.1,4.3,3.6,51838,65996,55.43,,,2,,,2,1,California American Water,#REF!,Yes,,,,,,1,,,,1,City operated,1,EDCO,,LOW,357,82.88,10,15,22.13,2.63,8.8,3.8,4.44,2.78,10,3.3, , , , , , ,,,,5356767,5690628,3620,0,NULL,NULL,-330241,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,21210265,6615822,23464658,8262962,-2254393,-1647140,NULL,17114463,15338520,2684048
Indian Wells,1967,6,1342.1,760,615.7894737,Council-Manager,Charter,5440,5.30,90.50,1.10,0.00,1.70,0.00,0.00,1.40,5.6,1.9,9.9,8.1,5.4,11.4,6.6,13.3,10.2,27.7,104522,189696,57.63,,,3,,,5,1,Coachella Valley Water District,#REF!,Yes,,,,1,1,1,1,1,1,1,Coachella Valley Water District,1,Burrtec Waste Services,,LOW,466,97.12,10,15,30,3.13,10,4.75,4.72,4.72,10,4.8, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,28999233,16034689,27882931,17763663,1116302,-1728974,NULL,59259776,17174331,1277148
Indio,1930,24,"11,949","2,296",3873.867596,Council-Manager,General Law,91240,65.60,28.30,2.50,0.20,2.40,0.00,0.10,0.90,8.7,5.2,10.7,10.8,13.9,18.7,11.8,12.7,4.5,2.9,50824,67070,31.22,,,3,1,Special Districts,6,2,Indio Water Authority and Coachella Valley Water District (some areas),#REF!,Yes,,,,,1,,1,1,1,1,Valley Sanitary District,1,Burrtec Waste Services,,MODERATE,118,57.88,10,7.16,12.12,2.38,7.68,3.45,3.61,2.5,8.88,0.1,22508132,22994612,2226139,2307120,NULL,NULL,-567461,,,,,,,,,,,,120000,0,1804,0,NULL,NULL,121804,,, , , , , , ,,,, , , , , , ,,,,1,2,1,0,-1,,,99385676,38147672,95386561,39905478,3999115,-1757806,498919,36351188,25471570,24982337
Industry,1957,4,701.6,778,-74.03598972,Council-Manager,Charter,202,63.10,24.40,0.90,0.00,8.40,0.00,0.00,3.20,2.4,0,7.3,3.7,11,23.2,11,26.8,13.4,1.2,85417,91112,59.14,Y,,4,3,"City Run, IOU, Special District",6,6,"City operated, La Puente Valley County Water District, Rowland Water District, San Gabriel Valley Water Company, Suburban Water Systems, Walnut Valley Water District",#REF!,,,,,,,,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),1,Valley Vista Services,,LOW,342,81.15,10,0,30,2.75,10,3.4,5,5,10,5,3313348,2713497,75799,4549,NULL,NULL,671101,,,,,,,,,,,,,,,,,,,,,5098350,4880044,111783,0,27786,-438988,330089,-411202,-1.245730697, , , , , , ,,,,1,2,1,1,0,,,167000000,10994515,291000000,11480288,-120000000,-485773,94311,634000000,623000000,21247841
Inglewood,1908,10,41,"1,536",7023.632813,Council-Manager,Charter,109419,49.90,4.00,41.10,0.30,1.90,0.30,0.30,2.20,7.3,5.8,10.6,11.1,14.7,19.9,11.4,12,3.9,3.3,50335,65584,58.15,Y,,4,2,"City Run, IOU",6,3,"City-operated (86% of customers), GSWC, Cal American Water",#REF!,,,,,,,,,,,1,City operated,1,Consolidated Disposal Service (Reoublic Services),,MODERATE,49,49.42,10,13.24,6.94,3.13,1.68,3.5,3.06,0.83,7.04,0,20184417,23872774,202231,0,NULL,NULL,-3486126,,,3598778,3352507,43605,0,NULL,NULL,289876,,,14989892,15085648,73358,0,NULL,NULL,-22398,,, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,182000000,49896832,201000000,53091122,-20000000,-3194290,NULL,89163225,53008416,9145276
Ione,1953,8,"1,451","1,118",648.0322004,Council-Manager,General Law,8363,23.80,61.30,9.00,1.20,1.20,0.10,0.10,3.30,3.5,3.6,9,12.2,8.9,16.4,15,20.2,6.9,4.2,70884,77775,91.13,,,3,,,5,1,Amador Water Agency,#REF!,Yes,,,,,1,1,,,,1,City operated,1,ACES Waste Services Inc.,,HIGH,14,40.37,0.1,10.75,0,2.25,7.84,3.4,3.33,2.78,9.92,0, , , , , , ,,,,1250291,1490254,12317,60886,NULL,NULL,-288532,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,4809362,1262608,3961017,1551140,848345,-288532,NULL,4114112,183542,1558589
Irvine,1971,15,"16,107","62,134",354.7783822,Council-Manager,Charter,282572,10.30,40.70,1.80,0.10,42.10,0.20,0.30,4.50,7.9,2.8,4.2,4.5,6.7,11.5,11.8,19.4,12.5,18.7,100969,131313,30.40,,,3,,,5,1,Irvine Ranch Water District,#REF!,Yes,,,,1,1,1,,,,1,Orange County Sanitation District,1,Waste Management,,LOW,334,80.46,10,15,22.15,3,9.52,3.85,3.61,3.33,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,329000000,28349176,373000000,30196573,-45000000,-1847397,-598567,802000000,133000000,NULL
Irwindale,1957,1,2,"1,518",-3.623188406,Council-Manager,Charter,1463,92.50,6.50,0.00,0.00,0.70,0.00,0.40,0.00,4.2,4.2,7.9,8.9,15.5,21.5,12.3,16.5,6.3,2.6,59375,85670,61.94,,,4,4,"IOU, Mutual, Other City, Special District",6,5,"Azusa Light & Water, GSWC, Monrovia Water Division, San Gabriel Valley Water Company, Valley County Water District",#REF!,Yes,,,,,1,1,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District) - limited services on a contract basis,1,Athens Services,,LOW,378,84.46,10,15,30,3,6.88,3.7,3.33,2.22,8.88,1.45, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,30344882,NULL,36593222,NULL,-6248340,0,NULL,70539420,35052840,
Isleton,1923,0,,"2,090",-59.61722488,Council-Manager,General Law,844,41.20,48.20,2.60,1.40,1.90,2.20,0.00,2.60,10.8,1.5,11.2,16.9,17.7,20,13.5,5,2.7,0.8,39375,52168,71.96,,,2,,,2,1,Cal American Water,#REF!,Unsure,,,,,,,,,,1,City operated,1,Calwaste Recovery Systems,,MODERATE,25,44.25,0.5,0,0,3.75,10,5,5,5,10,5, , , , , , ,,,,538225,373693,10007,144061,10950,-20058,30478,-9108,-0.29883851,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,1333766,579902,1131837,600266,201929,-20364,-34342,734625,108523,256396
Jackson,1905,15,693,"2,035",134.9385749,Council-Manager,General Law,4781,10.20,82.00,0.30,0.00,3.20,0.50,0.00,3.70,2.5,6.9,17.2,15.5,9.3,23.4,13,7,3.5,1.7,45368,60358,55.29,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,City operated,1,Aces Waste Services Inc.,,MODERATE,159,61.62,10,14.91,7.89,3.88,5.84,3.5,4.17,1.67,9.76,0,1694589,1625798,1534,40013,NULL,NULL,30312,,,1586087,1767457,556464,0,NULL,NULL,375094,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,5655364,3935778,5472078,3417098,183286,518680,32561,3763217,382965,814714
Jurupa Valley,2011,0,,"94,989",14.1111076,Council-Manager,General Law,108393,70.70,21.40,3.00,0.20,3.10,0.20,0.10,1.30,4,3.8,7.9,9.3,12.1,19.6,14.4,17.6,6.8,4.6,67002,80285,39.52,,,4,2,"Mutual, Special District",6,3,"Jurupa Community Services District, Rubidoux Community Services District, Santa Ana River Water Company ",#REF!,Unsure,,,,,,,,,,3,"Jurupa Community Services District, Rubidoux Community Services District, Santa Ana River Water Company ",2,Burrtec Waste Services and Waste Management (can't identify extent of each),,MODERATE,222,67.98,4.3,14.74,5.06,3.88,10,5,5,5,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,46612756,NULL,46541388,236204,71368,-236204,236204,20119682,9320824,NULL
Kerman,1946,32,994,"1,563",862.0601408,Council-Manager,General Law,15037,82.10,11.30,0.00,0.10,4.90,0.00,1.40,0.30,3.7,4.6,13.6,15.3,17.9,17.5,9.2,13.7,3.7,0.7,45876,59957,57.51,N,,1,,,1,1,City operated,#REF!,Yes,,,,,1,,,,1,1,City operated,1,Mid Valley Disposal,,LOW,430,90.16,10,10.91,30,2.75,10,4,4.17,3.33,10,5,1610844,1643039,287132,0,160110,NULL,254937,160110,0.628037515,1634644,1617034,313825,47284,NULL,-163930,284151,-163930,-0.57691157,1227917,1129116,8965,0,NULL,-86396,107766,-86396,-0.80169998, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,10865802,5193877,9585369,5138816,1280433,55061,502382,5973278,3243957,4692608
King City,1911,10,"1,312","1,048",1238.072519,Council-Manager,Charter,14023,89.50,6.60,0.70,0.00,1.70,0.00,0.00,1.50,3.8,5.9,11.3,19.9,17.7,21.8,7.7,8.9,2.3,0.8,41973,54382,60.38,,,2,,,2,1,California Water Service (except East Ranch Business Park which has dedicated well),#REF!,,,,,,,,,,,1,City operated,1,Waste Management,,MODERATE,59,51.6,0.45,12,0,4.13,9.04,3.75,4.17,3.06,10,5, , , , , , ,,,,2572303,1385896,29702,282584,NULL,-350000,933525,-350000,-0.37492301,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,8662370,2602005,9865153,1668480,-1202783,933525,-350000,2785703,649037,5651544
Kingsburg,1908,34,"1,340",634,1799.211356,Council-Manager,Charter,12041,41.10,50.70,0.30,0.20,2.90,0.00,0.30,4.50,6,6.4,9.5,7.7,8.6,16.8,20.9,11.4,6.8,6,64995,83166,69.56,N,,1,,,1,1,City operated,#REF!,,,,,,,,,,,1,Selma-Kingsburg-Fowler County Sanitation District,1,Mid Valley Disposal,,LOW,423,89.63,10,12.66,29.6,4,8.48,3.5,3.61,2.78,10,5,2173461,2090718,5024500,113906,NULL,-167788,4993337,-167788,-0.03360238,,,,,,,,,,1909680,1908105,0,0,NULL,NULL,1575,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,8040718,13326898,5992096,8772840,2048622,4554058,178998,7508092,1726034,7915773
La Canada Flintridge,1976,1,3,"20,153",0.367190989,Council-Manager,General Law,20227,8.80,56.00,0.60,0.00,30.30,0.00,0.20,4.00,2,1.6,4.2,3.6,4.1,7.6,6.7,17,11.3,41.9,161517,239156,29.46,,,4,3,"IOU, Mutual, Special District",6,4,"Crescenta Valley Water, La Canada Irrigation (40% of City), Liberty Utilities, Valley Water",#REF!,,,,,,,,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),3,"Allied Waste Services, Athens Services, NASA Services (no exclusive contract)",,MODERATE,245,69.73,10,4.75,19.56,2.63,10,3.9,4.72,4.17,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,21938603,NULL,19903983,NULL,2034620,0,NULL,34525512,16105409,
La Habra,1925,37,634,"2,273",2635.723713,Council-Manager,General Law,62183,59.50,26.00,1.00,0.20,11.90,0.00,0.10,1.30,3.6,3.1,6.8,6.4,11,18.2,14.9,21.4,7.5,7.1,76452,95059,56.96,Y,2,1,,,1,1,City operated,#REF!,Yes,,,,,1,1,1,1,1,1,City operated,1,CR&R Environmental Services,,HIGH,18,41.69,4.05,9.08,1.97,3,5.12,3.55,3.06,1.11,10,0.75,14402538,12792200,433393,2273836,210888,-196250,-230105,14638,-0.06361444,1955880,2381245,27703,26911,NULL,-86675,-424573,-86675,0.204146283,3850915,3487513,111758,62700,NULL,-145463,412460,-145463,-0.352671774, , , , , , ,,,, , , , , , ,,,,2,3,1,1,0,,,61585616,31229278,61328271,33812962,257345,-2583684,2175000,27827450,10121288,18681039
La Habra Heights,1978,3,9,"4,786",11.84705391,Council-Manager,General Law,5353,26.20,54.40,0.10,0.20,18.30,0.00,0.60,0.30,4,0,2.2,4.2,5.3,16.3,14.6,16.1,6.7,30.6,111551,190500,53.96,,,3,,,5,1,La Habra Heights County Water District,#REF!,,,,,,,,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),1,Republic Services,,LOW,414,88.77,10,15,30,2.5,10,4.05,3.61,3.61,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,5482110,NULL,5095562,NULL,386548,0,NULL,7535094,6459592,
La Mesa,1912,14,10,"1,004",5831.87251,Council-Manager,General Law,59556,25.90,55.50,7.10,0.10,6.50,0.30,0.10,4.60,4.1,5.2,7.8,9,12.3,17.8,15.5,16.8,6,5.4,63947,81025,38.88,,,3,,,5,1,Helix Water District,#REF!,Yes,,,,,1,1,,,1,1,City operated,1,EDCO ,,MODERATE,215,67.62,10,10.41,25.12,3,1.92,3.4,2.22,0,10,1.55, , , , , , ,,,,11931493,9575776,52407,250343,NULL,-1473200,2157781,-1473200,-0.68273842,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,56663614,19544962,54573114,17040660,2090500,2504302,-217970,41102326,30785768,8864238
La Mirada,1960,0,,"22,444",116.9087507,Council-Manager,General Law,48683,41.80,33.00,2.00,0.30,20.20,0.10,0.10,2.60,3.2,3.4,6.6,5.1,9.5,15.9,13,22,10.9,10.5,87778,103791,57.44,,,2,1,IOU,6,2,"GSWC, Suburban Water",#REF!,,,,,,,,,,,1,County operated (Los Angeles County Consolidated Sewer Maintenance District),1,EDCO,,LOW,461,94.86,10,15,30,3,10,3.8,4.17,3.89,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,50377732,3994176,49297608,5217011,1080124,-1222835,70110,80303802,56321968,NULL
La Palma,1955,7,21,622,2402.893891,Council-Manager,General Law,15568,17.50,25.60,5.50,0.60,46.50,0.60,0.10,3.50,2.6,1.6,4.4,5.9,10.6,11,14.6,21.3,14.1,13.9,98788,121571,52.10,Y,2,1,,,1,1,City operated (also serve part of Cerritos),#REF!,,,,,,,,,,,1,City operated,1,EDCO (Park Disposal),,LOW,348,81.92,10,15,30,3.5,2.88,3.75,2.78,1.11,10,2.9,3005364,2607440,12343,0,NULL,-556400,410267,-556400,-1.35618999,353046,137736,10058,0,NULL,-31300,225368,-31300,-0.13888396,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,13565994,4577471,16151375,3923235,-2585381,654236,-587700,17266526,8987819,8068701
La Puente,1956,3,2,"24,723",61.42053958,Council-Manager,General Law,39908,84.20,3.40,0.90,0.20,10.60,0.30,0.10,0.40,5.8,4.6,8.4,9.3,14.4,17.9,14.1,15.7,6.8,2.9,61054,72367,53.90,,,4,2,"IOU, Special District",6,3,"La Puente Valley County Water District, San Gabriel Valley Water Company, Suburban Water",#REF!,,,,,,,,,,,1,City operated,1,Valley Vista Services,,LOW,273,73.8,10,8.08,22.89,3.13,9.2,3.45,4.17,3.61,9.12,0.15, , , , , , ,,,,1325479,574300,70912,287898,NULL,NULL,534193,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,18628703,1701978,25177453,1134870,-6548750,567108,NULL,14013338,7811980,4924847
La Quinta,1982,14,"10,225","11,215",270.3522069,Council-Manager,Charter,41535,34.10,58.00,1.70,0.10,3.70,0.00,0.30,2.20,5.8,2.5,5.5,8.9,11.4,14.2,11.6,18.5,8.1,13.5,79889,118424,78.87,,,4,2,"Mutual, Special District",6,2,"Coachella Valley Water District, Myoma Dunes Water Company",#REF!,Yes,,,,1,1,,1,1,,1,Coachella Valley Water District,1,Burrtec Waste Services,,LOW,434,90.56,10,15,30,3.25,10,3.7,4.44,4.17,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,66606492,6464846,55081226,7442091,11525266,-977245,342767,106000000,74640227,242814
La Verne,1906,7,168,954,3275.890985,Council-Manager,General Law,32206,36.70,48.80,3.10,0.20,9.20,0.00,0.10,1.90,2.7,3.6,8.8,7,7.9,14.5,12.8,22.2,9.6,11,85769,106834,44.65,N,,1,,,1,1,City operated,#REF!,Yes,,,,,1,1,1,1,,1,City operated,1,Waste Management,,MODERATE,92,55.76,9.9,15,6,2.38,4.64,3.6,2.78,0.56,10,0.9,12365439,11638363,-5829,49299,NULL,-1014900,671948,-1014900,-1.51038473,1652980,1516379,-6078,12091,20000,-140200,118432,-120200,-1.0149284,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,2,1,1,0,,,40091871,15898580,41026488,14729039,-934617,1169541,-1135100,35202102,10863194,15417590
Lafayette,1968,6,"1,337","20,484",29.47178285,Council-Manager,General Law,26521,7.80,74.60,0.90,0.10,12.00,0.00,0.00,4.60,2,0.9,3.8,2.5,7,7.4,10.3,14.6,9.7,41.8,157453,229899,46.62,,,3,,,5,1,East Bay Municipal Utility District,#REF!,,,,,,,,,,,1,Central Contra Costa Sanitary District,1,Republic Waste,,LOW,469,98.21,10,14.83,30,3.38,10,5,5,5,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,22060579,1351723,20925918,1212550,1134661,139173,-30000,26655373,12269771,940446
Laguna Beach,1927,7,974,"1,981",1060.575467,Council-Manager,General Law,22991,7.40,84.70,0.80,0.10,3.60,0.30,0.40,2.70,4.1,1.6,4.3,4.2,7,8.2,13,14.8,10.2,32.8,121474,200481,72.25,,,3,1,Special Districts,6,2,"Laguna Beach County Water District (most), South Coast Water District (South Laguna)",#REF!,Yes,,,,,1,,,,,1,City operated,1,Waste Management,,LOW,371,83.98,10,15,30,3,6.96,3.75,3.33,1.94,10,0, , , , , , ,,,,8050631,8277741,101333,103303,NULL,-155000,-229080,-155000,0.676619522,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,1,1,0,0,0,,,84185729,24099064,80648287,22560591,3537442,1538473,2489020,80340018,65116892,1593955
Laguna Hills,1991,1,774,"29,939",3.624035539,Council-Manager,General Law,31024,21.00,58.50,1.80,0.00,14.90,0.00,0.10,3.70,3.1,1.9,4.5,7.9,7.2,13.3,12.7,17.5,12.3,19.7,98168,138448,60.34,,,3,1,Special Districts,6,2,"Moulton Niguel Water District, El Toro Water District",#REF!,Yes,,,,,1,1,,,1,1,"Moulton Niguel Water District, El Toro Water District (21%)",1,CR&R Environmental Services,,LOW,268,73.17,9.15,13.16,10.17,2.75,10,4.05,4.72,4.17,10,5, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,23126858,658459,23570798,1247849,-443940,-589390,NULL,9975618,6065376,302353
Laguna Niguel,1989,2,57,"44,400",49.24774775,Council-Manager,General Law,66266,17.10,66.10,1.40,0.00,10.10,0.30,0.70,4.40,3.1,2.3,4.8,5.8,7.4,13.3,11.6,18.8,12.2,20.6,103910,141558,46.41,,,3,,,5,1,Moulton Niguel Water District,#REF!,,,,,,,,,,,1,Moulton Niguel Water District,1,CR&R Environmental Services,,LOW,338,80.79,10,15,30,3,10,3.9,4.72,4.17,0,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,52384233,166157,50143971,204938,2240262,-38781,21430,59275168,56425158,NULL
Laguna Woods,1999,2,164,"17,794",-9.823536023,Council-Manager,General Law,16046,5.10,73.80,0.40,0.00,19.40,0.00,0.40,0.90,9,7.1,14.2,12.6,14.9,19.3,8.3,8.9,2.9,2.7,41928,58892,46.49,,,3,,,5,1,El Toro Water District,#REF!,,,,,,,,,,,,TBD but it looks like El Toro Water District,1,Waste Management,,LOW,433,90.55,10,15,30,3.25,10,4.8,2.78,4.72,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,7453096,NULL,7368356,NULL,84740,0,NULL,10827867,9657559,
Lake Elsinore,1888,33,"12,353",279,24338.35125,Council-Manager,General Law,68183,53.80,31.30,5.50,0.30,4.90,0.10,0.40,3.70,4.4,2.8,8.7,8.1,11.6,19.3,16.2,18.8,6.7,3.4,67668,79595,51.71,,,3,,,5,1,Elsinore Valley Municipal Water District,#REF!,,,,,1,1,1,,,,1,Elsinore Valley Municipal Water District,1,CR&R Environmental Services,,MODERATE,98,56.01,10,0,9.7,3.5,10,3.65,4.72,4.44,10,0, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,91292775,3837781,102000000,3414345,-11000000,423436,NULL,48163213,11898140,NULL
Lake Forest,1991,5,"4,398","58,707",45.84802494,Council-Manager,General Law,85623,22.70,54.00,2.00,0.40,16.80,0.10,0.20,3.90,3.4,2.1,3.5,4.2,8.9,14.2,12.1,20.5,14.6,16.5,104449,126528,46.22,,,3,1,Special Districts,6,3,"Irvine Ranch Water District, El Toro Water District, Trabuco Canyon Water District",#REF!,,,,,,,,,,,3,"Irvine Ranch Water District, El Toro Water District, Trabuco Canyon Water District",1,CR&R Environmental Services,,LOW,467,97.17,10,15,30,3.63,10,4.65,4.72,4.72,10,4.45, , , , , , ,,,,,,,,,,,,,,,,,,,,,, , , , , , ,,,, , , , , , ,,,,0,0,0,0,0,,,71761154,123933,78508655,39132,-6747501,84801,NULL,142000000,53058166,NULL
